taxels_up,taxels_down,taxels_right,taxels_left,taxels_clockwise,taxels_counterclockwise,taxels_pressure
39484,42655,41712,35422,54740,53910,159273
39469,42761,41744,35502,54885,53938,159476
39460,42782,41716,35371,54803,53953,159329
39427,42707,41766,35410,54807,53880,159310
39427,42721,41747,35403,54779,53898,159298
39464,42801,41815,35474,54878,53969,159554
39362,42766,41790,35473,54875,53892,159391
39340,42799,41850,35420,54860,53925,159409
39403,42750,41776,35427,54806,53888,159356
39431,42742,41691,35416,54865,53872,159280
39406,42751,41660,35368,54805,53903,159185
39411,42746,41620,35468,54828,53928,159245
39488,42674,41633,35444,54858,53879,159239
39488,42768,41628,35485,54865,53911,159369
39442,42663,41626,35457,54749,53883,159188
39448,42727,41726,35477,54905,53937,159378
39443,42695,41545,35395,54742,53883,159078
39414,42722,41580,35529,54861,53882,159245
39483,42763,41658,35474,54884,53955,159378
39500,42714,41643,35475,54860,53901,159332
39465,42654,41536,35375,54743,53810,159030
39478,42685,41581,35387,54801,53839,159131
39442,42660,41523,35325,54725,53790,158950
39544,42731,41598,35433,54819,53898,159306
39513,42767,41647,35459,54850,53922,159386
39507,42719,41540,35395,54758,53850,159161
39485,42681,41636,35394,54770,53831,159196
39510,42701,41643,35447,54824,53848,159301
39436,42732,41586,35391,54790,53768,159145
39441,42784,41634,35447,54833,53903,159306
39493,42642,41605,35427,54791,53772,159167
39498,42717,41631,35459,54860,53842,159305
39439,42663,41588,35372,54696,53780,159062
39517,42641,41657,35426,54806,53802,159241
39472,42614,41588,35416,54770,53754,159090
39509,42703,41666,35426,54825,53831,159304
39530,42743,41640,35410,54820,53878,159323
39520,42779,41673,35502,54941,53867,159474
39519,42719,41661,35406,54770,53878,159305
39496,42718,41696,35461,54921,53835,159371
39490,42721,41631,35433,54859,53841,159275
39488,42697,41601,35422,54823,53805,159208
39519,42756,41633,35480,54846,53924,159388
39538,42724,41626,35478,54871,53885,159366
39477,42661,41597,35453,54767,53894,159188
39474,42677,41642,35395,54761,53859,159188
39443,42681,41640,35380,54776,53788,159144
39503,42704,41587,35388,54762,53872,159182
39449,42696,41630,35394,54801,53805,159169
39413,42734,41627,35411,54810,53783,159185
39431,42640,41559,35395,54764,53738,159025
39461,42745,41585,35425,54786,53813,159216
39427,42653,41569,35356,54715,53748,159005
