taxels_up,taxels_down,taxels_right,taxels_left,taxels_clockwise,taxels_counterclockwise,taxels_pressure
38544,42165,41147,35017,54010,53196,156873
38486,42087,41128,35045,53918,53218,156746
38518,42088,41110,35148,54005,53199,156864
38544,42123,41105,35149,54027,53191,156921
38462,42104,41073,35195,54062,53149,156834
38533,42053,41068,35191,54004,53136,156845
38518,42118,41170,35157,54043,53219,156963
38502,42033,41107,35159,53968,53148,156801
38508,42048,41126,35118,53952,53151,156800
38522,42098,41103,35199,54056,53167,156922
38515,42082,41139,35217,54057,53199,156953
38483,42060,41108,35206,53998,53182,156857
38560,42114,41151,35246,54079,53220,157071
38521,42116,41121,35224,54085,53193,156982
38514,42045,41115,35212,53971,53201,156886
38462,42095,41068,35276,54086,53187,156901
38517,42086,41155,35235,54076,53200,156993
38549,42174,41133,35340,54182,53254,157196
38500,42088,41100,35369,54115,53224,157057
38507,42041,41107,35282,54058,53181,156937
38565,42181,41134,35288,54176,53255,157168
38512,42075,41118,35330,54120,53215,157035
38538,42188,41094,35363,54204,53212,157183
38496,42069,41065,35323,54095,53178,156953
38512,42074,41095,35338,54140,53187,157019
38483,42095,41103,35340,54126,53201,157021
38492,42146,41080,35318,54151,53207,157036
38462,42164,41083,35373,54178,53241,157082
38504,42032,41086,35331,54036,53186,156953
38536,42075,41097,35351,54094,53208,157059
38512,42131,41100,35401,54187,53220,157144
38530,42077,41064,35381,54132,53203,157052
38528,42158,41110,35345,54190,53206,157141
38499,42112,41096,35404,54136,53217,157111
38550,42174,41114,35419,54244,53267,157257
38524,42099,41074,35408,54155,53255,157105
38512,42184,41154,35407,54270,53249,157257
38547,42135,41088,35382,54137,53274,157152
38508,42112,41087,35354,54152,53214,157061
38457,42140,41065,35281,54102,53196,156943
38537,42145,41130,35380,54160,53282,157192
38519,42112,41140,35353,54117,53247,157124
38537,42163,41090,35385,54204,53250,157175
38491,42107,41072,35305,54063,53206,156975
38524,42108,41116,35354,54143,53237,157102
38513,42101,41115,35297,54087,53225,157026
38524,42160,41064,35342,54124,53255,157090
38576,42070,41096,35284,54050,53263,157026
38563,42155,41188,35287,54156,53270,157193
38575,42164,41114,35210,54069,53267,157063
38608,42168,41175,35107,54113,53228,157058
38575,42177,41151,35095,54065,53217,156998
38589,42158,41133,34970,53964,53192,156850
38655,42183,41199,34929,54048,53208,156966
38588,42195,41268,34865,54081,53147,156916
38609,42103,41287,34733,54002,53043,156732
