taxels_left_up,taxels_left_down,taxels_right_up,taxels_right_down,taxels_up_left,taxels_up_right,taxels_down_left,taxels_down_right,taxels_left_pressure,taxels_right_pressure,taxels_up_pressure,taxels_down_pressure
13421,14394,13835,15019,13408,16245,9900,53408,52478,11520,58746,45829
13410,14372,13815,15035,13403,16248,9913,53408,52471,11524,58702,45867
13415,14384,13810,15108,13376,16260,9933,53503,52498,11528,58778,45859
13434,14345,13829,14993,13371,16242,9893,53381,52451,11546,58696,45812
13411,14386,13827,15073,13392,16246,9936,53464,52535,11549,58745,45886
13424,14390,13798,15024,13370,16255,9961,53372,52550,11532,58702,45896
13409,14407,13832,15100,13373,16254,9928,53510,52538,11542,58732,45879
13398,14374,13795,15044,13368,16247,9900,53382,52414,11532,58683,45795
13408,14369,13802,15071,13369,16285,9889,53448,52457,11533,58724,45827
13404,14406,13771,15023,13363,16270,9921,53369,52499,11533,58675,45838
13431,14399,13769,15075,13347,16288,9926,53405,52544,11532,58694,45876
13414,14390,13764,15014,13376,16255,9981,53383,52554,11548,58639,45956
13397,14400,13766,15043,13378,16243,9917,53360,52487,11537,58632,45875
13368,14405,13750,15125,13381,16237,9908,53430,52461,11538,58636,45853
13399,14380,13747,15064,13378,16236,9914,53350,52443,11551,58582,45891
13414,14390,13762,15098,13405,16225,9955,53429,52540,11554,58623,45990
13411,14392,13753,15074,13406,16237,9947,53414,52529,11550,58667,45966
13421,14405,13751,15125,13410,16226,9954,53437,52551,11533,58695,45942
13406,14394,13728,15082,13438,16239,9941,53417,52513,11551,58713,45878
13388,14395,13697,15068,13446,16191,9932,53353,52468,11551,58626,45853
13394,14378,13720,15005,13441,16223,9887,53308,52400,11516,58673,45766
13394,14375,13744,15009,13475,16208,9970,53359,52523,11536,58672,45867
13402,14401,13760,15060,13462,16245,9916,53428,52494,11523,58746,45816
13402,14428,13783,15052,13458,16220,9974,53433,52571,11537,58746,45914
13414,14407,13804,15049,13442,16230,9951,53479,52529,11540,58725,45882
13406,14380,13831,15030,13431,16207,9971,53419,52513,11559,58716,45898
13410,14355,13865,15044,13433,16231,9901,53470,52451,11533,58750,45856
13446,14374,13861,15032,13394,16199,9911,53433,52529,11539,58707,45890
13454,14408,13869,15016,13387,16291,9914,53446,52577,11544,58823,45869
13445,14383,13850,15039,13364,16222,9894,53440,52530,11562,58681,45871
13446,14390,13833,15124,13355,16259,9890,53531,52479,11568,58749,45922
13454,14371,13804,15033,13349,16306,9875,53443,52512,11571,58756,45881
13412,14376,13792,15047,13360,16311,9860,53474,52479,11558,58710,45787
13423,14378,13779,15035,13362,16293,9895,53415,52487,11553,58690,45863
13416,14394,13793,15078,13372,16317,9916,53489,52530,11561,58754,45894
13413,14417,13771,15082,13373,16328,9897,53502,52547,11591,58727,45920
13416,14364,13762,15065,13328,16318,9883,53450,52449,11558,58680,45855
13388,14407,13755,15073,13357,16306,9933,53422,52499,11546,58677,45868
13392,14417,13752,15111,13372,16303,9974,53479,52531,11559,58685,45950
13412,14419,13769,15093,13390,16284,9934,53465,52563,11549,58748,45909
13420,14413,13750,15118,13396,16318,9956,53492,52574,11567,58796,45963
13409,14410,13767,15083,13386,16265,9965,53420,52556,11540,58692,45929
13387,14398,13752,15117,13443,16261,9931,53495,52518,11555,58781,45913
13417,14421,13731,15169,13449,16237,9936,53507,52554,11548,58729,45916
13393,14390,13718,15157,13443,16257,9914,53491,52481,11540,58722,45883
13398,14432,13733,15105,13471,16227,9962,53451,52589,11553,58692,45951
13394,14425,13773,15060,13508,16241,9960,53461,52559,11537,58810,45927
13423,14404,13755,15056,13519,16226,9935,53438,52558,11536,58790,45868
13393,14408,13762,15080,13489,16230,9915,53468,52507,11538,58745,45857
13417,14387,13787,15043,13474,16237,9944,53447,52530,11512,58778,45844
13434,14385,13814,15076,13432,16203,9937,53437,52554,11555,58766,45952
13465,14384,13806,15065,13432,16262,9944,53450,52583,11525,58845,45878
13461,14420,13825,15060,13407,16222,9943,53462,52618,11556,58780,45941
13460,14382,13802,15024,13391,16229,9914,53360,52537,11541,58710,45866
13479,14401,13786,15028,13373,16269,9922,53408,52585,11534,58802,45832
13442,14384,13798,15077,13367,16291,9918,53455,52529,11528,58763,45873
13436,14364,13788,15030,13342,16303,9943,53443,52478,11545,58703,45880
13427,14406,13761,15054,13364,16295,9946,53438,52531,11541,58709,45913
13402,14413,13772,15124,13380,16297,9925,53508,52543,11547,58744,45899
13423,14404,13757,15071,13365,16289,9956,53413,52560,11530,58718,45915
13392,14437,13754,15073,13389,16270,9917,53416,52521,11537,58698,45862
13404,14409,13750,15066,13391,16253,9926,53380,52515,11542,58672,45851
13399,14414,13754,15126,13399,16247,9949,53477,52545,11558,58682,45935
13414,14463,13748,15082,13401,16262,9932,53420,52620,11551,58729,45923
13392,14440,13739,15103,13411,16252,9954,53444,52574,11555,58710,45940
13385,14424,13744,15072,13423,16240,9958,53407,52527,11536,58724,45878
13407,14380,13732,15106,13400,16246,9935,53431,52488,11570,58678,45942
13391,14399,13736,15118,13439,16235,9937,53465,52514,11546,58697,45898
13409,14458,13742,15151,13457,16225,9955,53535,52591,11549,58747,45924
13391,14433,13717,15098,13459,16241,9930,53417,52544,11543,58709,45846
13389,14432,13729,15124,13489,16244,9950,53496,52601,11555,58790,45910
13412,14429,13737,15081,13480,16233,9952,53444,52588,11557,58730,45935
13389,14403,13753,15049,13483,16231,9941,53451,52500,11546,58739,45909
13402,14400,13733,15026,13455,16234,9927,53393,52488,11538,58695,45863
13398,14386,13744,15024,13459,16197,9925,53366,52480,11536,58654,45839
13386,14420,13750,15037,13433,16242,9941,53377,52529,11555,58663,45888
13398,14405,13762,15043,13441,16200,9931,53405,52506,11547,58674,45866
13402,14397,13784,15006,13428,16250,9927,53398,52511,11543,58709,45865
13416,14390,13831,15045,13410,16224,9925,53458,52532,11547,58737,45871
13408,14355,13817,15019,13386,16230,9953,53384,52472,11535,58671,45883
13420,14377,13790,15057,13372,16273,9925,53420,52492,11541,58748,45863
13428,14399,13779,15034,13370,16261,9914,53323,52565,11536,58703,45858
13435,14405,13780,14988,13367,16252,9942,53341,52556,11538,58672,45857
13399,14388,13771,15087,13364,16242,9939,53399,52510,11530,58669,45921
13392,14427,13775,15049,13360,16250,9928,53379,52528,11535,58632,45868
13394,14400,13766,15028,13396,16219,9950,53375,52512,11544,58612,45893
13396,14374,13766,15098,13405,16199,9937,53433,52484,11545,58607,45921
13395,14394,13754,15033,13409,16204,9947,53363,52495,11532,58590,45879
13403,14418,13757,15069,13377,16231,9935,53382,52543,11546,58642,45888
13404,14385,13753,14996,13400,16208,9936,53277,52524,11540,58603,45820
13378,14388,13740,15053,13413,16222,9915,53358,52471,11543,58648,45813
13403,14393,13755,14998,13396,16237,9885,53311,52458,11527,58628,45779
13400,14384,13757,15022,13397,16213,9935,53343,52477,11544,58597,45886
13389,14402,13744,15021,13389,16217,9931,53309,52493,11529,58618,45791
13382,14407,13756,15036,13399,16232,9928,53386,52478,11533,58639,45797
13396,14389,13761,15031,13394,16240,9952,53367,52494,11541,58663,45873
13406,14409,13768,15084,13402,16244,9916,53439,52528,11527,58675,45861
13392,14388,13755,15009,13385,16222,9898,53309,52442,11542,58614,45803
13386,14400,13749,15127,13396,16224,9937,53426,52467,11545,58649,45900
13403,14392,13758,15034,13378,16226,9908,53317,52493,11541,58629,45852
13393,14409,13710,15067,13394,16241,9908,53318,52511,11536,58619,45823
13391,14396,13742,15024,13399,16247,9911,53354,52507,11534,58620,45840
13388,14372,13746,15029,13389,16219,9894,53329,52402,11534,58586,45814
13393,14345,13764,15099,13391,16193,9928,53404,52421,11533,58580,45863
13402,14379,13752,15055,13395,16229,9908,53364,52459,11536,58619,45821
13413,14396,13759,15075,13400,16228,9905,53391,52503,11536,58669,45866
13409,14396,13783,15039,13400,16237,9953,53393,52543,11527,58711,45899
13383,14453,13763,15073,13380,16227,9948,53374,52603,11557,58635,45939
13405,14393,13773,15038,13373,16248,9931,53351,52535,11542,58639,45890
13400,14402,13732,15055,13431,16211,9929,53334,52537,11541,58654,45850
13392,14418,13739,15095,13399,16214,9938,53401,52526,11543,58634,45870
13401,14435,13743,15061,13398,16220,10022,53343,52631,11534,58631,45934
13435,14406,13764,15041,13391,16256,9947,53396,52572,11541,58722,45925
13410,14447,13752,15090,13376,16242,9965,53437,52576,11554,58683,45939
13401,14399,13754,15137,13416,16225,9914,53491,52502,11543,58654,45874
13404,14436,13746,15033,13410,16248,9927,53379,52534,11558,58696,45900
13412,14373,13747,15130,13402,16248,9956,53456,52506,11553,58698,45943
13421,14403,13754,15121,13422,16242,9954,53474,52564,11556,58701,45944
13413,14397,13730,15158,13434,16271,9956,53555,52557,11551,58755,45966
13397,14392,13724,15103,13466,16241,9916,53454,52526,11547,58715,45896
13392,14405,13735,15116,13471,16254,9929,53484,52469,11528,58769,45867
13415,14412,13733,15153,13492,16215,9929,53530,52536,11538,58755,45887
13403,14412,13736,15132,13507,16244,9932,53555,52534,11537,58811,45866
13406,14397,13719,15013,13506,16211,9947,53389,52518,11535,58720,45895
13429,14399,13752,15029,13516,16280,10044,53490,52671,11569,58800,46038
13377,14416,13731,15099,13516,16213,9996,53519,52525,11526,58749,45947
13410,14398,13792,15056,13497,16232,9942,53569,52480,11546,58781,45917
13393,14414,13805,15058,13476,16230,9970,53585,52510,11543,58764,45904
13398,14376,13837,14997,13427,16248,9914,53405,52472,11540,58705,45859
13424,14380,13869,15047,13405,16236,9935,53461,52555,11549,58749,45899
13434,14417,13866,15041,13388,16280,9906,53529,52551,11558,58808,45874
13419,14406,13835,15046,13361,16307,9954,53480,52562,11564,58771,45942
13410,14400,13804,15071,13384,16322,9888,53458,52495,11532,58806,45815
13436,14408,13814,15105,13347,16322,9968,53561,52581,11535,58761,45970
13417,14418,13783,15040,13360,16304,9944,53445,52567,11562,58711,45967
13402,14466,13777,15121,13377,16304,9961,53511,52642,11557,58775,45939
13395,14427,13744,15089,13361,16291,9969,53426,52573,11553,58641,45973
13383,14397,13743,15053,13385,16305,9961,53433,52533,11544,58682,45912
13385,14426,13720,15100,13370,16301,9928,53409,52508,11519,58705,45823
13399,14399,13742,15107,13399,16284,9909,53402,52520,11526,58703,45857
13390,14393,13728,15136,13369,16261,9905,53432,52449,11537,58659,45869
13405,14419,13708,15041,13393,16244,9908,53327,52514,11529,58674,45785
13392,14412,13735,15135,13425,16244,9904,53443,52532,11545,58686,45842
13376,14430,13700,15124,13423,16239,9946,53425,52523,11526,58680,45885
13389,14443,13688,15136,13455,16222,9896,53446,52518,11536,58709,45774
13387,14374,13698,15039,13470,16238,9900,53368,52440,11533,58662,45772
13375,14404,13704,15116,13489,16229,9897,53455,52447,11530,58729,45756
13395,14405,13695,15049,13484,16213,9891,53362,52489,11529,58671,45756
13375,14400,13703,15048,13492,16198,9906,53372,52463,11515,58698,45745
13379,14359,13722,15032,13502,16210,9909,53394,52409,11513,58651,45812
13388,14356,13739,15025,13476,16245,9880,53399,52399,11506,58720,45721
13374,14368,13767,15008,13467,16180,9920,53422,52405,11525,58666,45760
13388,14387,13806,14976,13446,16211,9899,53388,52437,11515,58703,45786
13410,14369,13830,15038,13412,16207,9877,53444,52469,11537,58687,45787
13422,14392,13836,15079,13399,16230,9909,53456,52508,11548,58756,45868
13429,14395,13849,15090,13385,16213,9940,53505,52514,11541,58729,45916
13416,14400,13796,15065,13379,16248,9927,53466,52512,11544,58758,45827
13417,14393,13803,15060,13355,16292,9937,53447,52527,11535,58730,45880
13411,14371,13787,15049,13360,16280,9935,53426,52489,11544,58668,45874
13420,14425,13784,15034,13356,16303,9971,53427,52585,11544,58715,45937
13402,14423,13767,15070,13359,16325,9948,53486,52544,11560,58756,45948
13425,14418,13750,15124,13389,16278,9971,53477,52607,11558,58716,45965
13401,14411,13752,15065,13398,16258,9934,53426,52527,11530,58705,45884
13412,14381,13764,15078,13392,16245,9924,53418,52490,11549,58654,45901
13376,14409,13737,15084,13382,16274,9920,53424,52496,11537,58671,45805
13406,14381,13724,15082,13391,16235,9931,53373,52495,11545,58619,45886
13395,14416,13724,15101,13404,16253,9923,53422,52553,11554,58689,45914
13382,14424,13717,15113,13445,16210,9932,53416,52533,11538,58666,45842
13390,14407,13742,15070,13451,16211,9921,53434,52472,11533,58661,45867
13400,14375,13726,15117,13466,16197,9881,53423,52423,11529,58665,45806
13395,14384,13729,15110,13492,16196,9886,53453,52425,11515,58731,45792
13398,14422,13722,15079,13488,16217,9912,53439,52530,11545,58718,45863
13397,14375,13729,15105,13505,16208,9989,53464,52547,11526,58704,45903
13384,14377,13735,15047,13486,16186,9915,53404,52440,11536,58645,45788
13390,14380,13734,15051,13459,16232,9883,53415,52434,11521,58655,45796
13377,14395,13752,15024,13489,16225,9924,53423,52464,11539,58763,45813
13372,14357,13811,15017,13436,16207,9888,53403,52391,11527,58705,45737
13411,14390,13826,15057,13421,16184,9918,53417,52504,11531,58690,45817
13417,14401,13848,15092,13383,16228,9918,53501,52509,11543,58750,45881
13452,14354,13819,15024,13367,16242,9925,53378,52491,11554,58705,45877
13398,14356,13799,15080,13354,16257,9906,53420,52430,11538,58654,45850
13411,14400,13810,15069,13364,16249,9921,53452,52490,11527,58716,45822
13404,14374,13797,15078,13346,16252,9904,53451,52428,11525,58678,45859
13399,14397,13798,15028,13375,16278,9929,53391,52507,11529,58700,45868
13411,14399,13785,15052,13351,16307,9970,53446,52566,11544,58724,45953
13389,14429,13780,15114,13363,16309,9950,53476,52572,11543,58729,45924
13371,14379,13766,15079,13379,16282,9937,53462,52428,11531,58671,45873
13392,14388,13722,15100,13377,16267,9916,53406,52471,11512,58671,45816
13375,14389,13762,15079,13382,16246,9901,53436,52421,11546,58655,45850
13402,14426,13749,15135,13373,16273,9940,53438,52542,11533,58671,45909
13402,14424,13743,15141,13416,16241,9943,53473,52563,11551,58721,45901
13401,14382,13736,15088,13407,16239,9950,53409,52520,11549,58675,45890
13393,14396,13722,15136,13411,16233,9924,53439,52481,11534,58645,45898
13379,14392,13716,15158,13441,16237,9908,53478,52486,11552,58718,45833
13378,14436,13726,15142,13465,16207,9912,53478,52497,11531,58710,45853
13417,14445,13712,15087,13473,16241,9909,53402,52608,11532,58736,45853
13393,14409,13719,15125,13510,16233,9923,53490,52518,11523,58758,45853
13399,14382,13717,15052,13529,16213,9931,53424,52520,11530,58719,45820
13401,14398,13727,15042,13522,16214,9909,53459,52490,11524,58728,45843
13397,14396,13761,15054,13504,16211,9940,53481,52517,11525,58743,45838
13391,14397,13779,15049,13513,16233,9925,53521,52482,11526,58796,45837
13396,14396,13799,15010,13497,16190,9949,53452,52510,11538,58724,45896
13407,14429,13808,15064,13481,16209,9937,53488,52584,11543,58765,45919
13422,14394,13843,15016,13455,16207,9918,53394,52551,11502,58768,45821
13451,14406,13844,15029,13422,16214,9926,53433,52558,11524,58791,45814
13436,14382,13832,15063,13379,16247,9896,53454,52494,11536,58785,45841
13421,14379,13788,15018,13357,16236,9929,53373,52490,11545,58648,45889
13428,14392,13792,15063,13347,16287,9929,53423,52523,11535,58739,45876
13417,14346,13805,15070,13361,16307,9933,53456,52460,11529,58721,45896
13412,14381,13771,15012,13344,16325,9944,53359,52546,11541,58727,45889
13411,14368,13765,15046,13351,16302,9884,53396,52436,11531,58697,45789
13383,14391,13753,15040,13361,16287,9922,53397,52447,11559,58665,45848
13402,14374,13753,15090,13366,16286,9938,53417,52468,11522,58657,45898
13391,14394,13716,15088,13411,16261,9919,53409,52497,11526,58696,45872
13416,14400,13743,15100,13384,16244,9941,53402,52542,11550,58675,45914
13403,14399,13738,15097,13392,16250,9938,53432,52506,11534,58694,45872
13381,14385,13764,15099,13401,16243,9909,53423,52457,11532,58662,45841
13391,14402,13733,15112,13406,16267,9894,53415,52454,11532,58699,45812
13372,14417,13731,15086,13400,16224,9912,53383,52496,11574,58644,45864
13413,14446,13722,15126,13431,16210,9999,53442,52622,11530,58695,45930
13388,14413,13725,15083,13453,16227,9937,53414,52523,11525,58686,45851
13378,14422,13713,15077,13472,16225,9926,53370,52521,11519,58717,45805
13391,14389,13739,15112,13483,16222,9897,53491,52450,11531,58725,45815
13386,14378,13724,15065,13504,16215,9897,53398,52482,11545,58706,45829
13413,14374,13745,15078,13539,16211,9925,53469,52512,11521,58755,45848
13390,14390,13731,15047,13525,16224,9944,53482,52517,11533,58776,45837
13417,14409,13767,14992,13528,16220,9931,53429,52564,11527,58762,45881
13406,14376,13759,15031,13485,16258,9944,53443,52524,11533,58764,45849
13403,14376,13790,15014,13468,16214,9925,53421,52484,11524,58696,45857
13415,14379,13785,15048,13458,16221,9950,53449,52526,11527,58743,45884
13426,14351,13811,15007,13407,16225,9904,53374,52452,11534,58720,45792
13455,14372,13830,15081,13394,16207,9949,53453,52528,11535,58736,45878
13475,14380,13791,15029,13360,16233,9918,53373,52551,11551,58731,45850
13421,14410,13773,15059,13379,16284,9951,53429,52561,11555,58717,45931
13403,14406,13767,15033,13357,16290,9911,53393,52470,11531,58687,45804
13389,14351,13760,15030,13340,16305,9918,53369,52421,11525,58699,45778
13394,14378,13765,15048,13354,16301,9922,53391,52474,11540,58685,45866
13404,14392,13738,15052,13350,16281,9937,53344,52520,11529,58637,45857
13383,14387,13741,15110,13350,16282,9945,53420,52475,11531,58651,45891
13387,14410,13750,15075,13362,16285,9940,53431,52512,11545,58692,45859
13400,14402,13746,15145,13380,16277,9898,53457,52506,11544,58692,45873
13389,14400,13732,15072,13359,16255,9924,53355,52482,11536,58613,45857
13388,14421,13750,15074,13358,16241,9913,53376,52488,11540,58613,45863
13396,14476,13713,15075,13409,16262,9919,53336,52632,11531,58696,45854
13419,14413,13734,15089,13424,16248,9926,53388,52565,11545,58745,45868
13395,14430,13720,15103,13438,16260,9941,53420,52575,11549,58717,45921
13397,14411,13758,15090,13470,16234,9930,53451,52511,11529,58762,45877
13366,14407,13726,15088,13494,16223,9920,53456,52493,11538,58718,45835
13404,14406,13713,15096,13506,16240,9919,53484,52551,11527,58742,45880
13412,14422,13726,15033,13508,16224,9958,53423,52578,11534,58764,45842
13400,14438,13728,15058,13529,16203,9958,53460,52595,11531,58727,45891
13408,14403,13742,15052,13512,16210,9984,53489,52579,11532,58731,45925
13394,14390,13767,15102,13504,16242,9968,53568,52514,11527,58796,45899
13384,14349,13765,15036,13511,16190,9949,53483,52439,11533,58696,45842
13395,14398,13797,15079,13480,16217,9954,53513,52506,11513,58728,45855
13418,14409,13856,15033,13436,16210,9940,53472,52543,11525,58703,45894
13419,14390,13859,15072,13390,16227,9909,53448,52522,11544,58730,45908
13450,14424,13831,15036,13393,16209,9915,53417,52600,11555,58706,45915
13457,14382,13839,15080,13377,16265,9873,53464,52495,11538,58761,45848
13434,14360,13808,15106,13350,16275,9850,53501,52406,11531,58729,45805
13427,14382,13793,15029,13350,16317,9933,53421,52479,11533,58716,45863
13422,14391,13788,15059,13361,16299,9942,53421,52547,11525,58710,45880
13402,14396,13773,15090,13362,16324,9916,53464,52519,11561,58729,45918
13413,14402,13740,15119,13378,16307,9941,53457,52554,11554,58728,45859
13378,14378,13698,15070,13364,16291,9890,53366,52448,11536,58661,45775
13395,14409,13722,15088,13384,16297,9897,53395,52515,11551,58680,45844
13381,14414,13716,15070,13406,16272,9937,53378,52491,11530,58706,45823
13391,14410,13728,15027,13393,16241,9916,53346,52478,11538,58631,45822
13419,14386,13729,15051,13439,16262,9895,53373,52502,11544,58738,45802
13398,14397,13721,15089,13455,16260,9907,53396,52531,11550,58688,45862
13387,14421,13720,15067,13449,16217,9918,53404,52488,11538,58649,45851
13380,14388,13705,15110,13491,16201,9909,53435,52475,11545,58679,45834
13385,14405,13702,15093,13479,16230,9904,53474,52451,11539,58690,45801
13407,14430,13710,15088,13493,16219,9932,53494,52539,11551,58689,45912
13393,14442,13724,15114,13512,16240,9965,53547,52577,11537,58787,45892
13408,14390,13740,15045,13473,16211,10014,53453,52527,11529,58714,45922
13415,14387,13768,14971,13478,16248,9956,53389,52496,11518,58770,45836
13403,14382,13807,15054,13455,16204,9965,53477,52479,11515,58686,45885
