taxels_up,taxels_down,taxels_right,taxels_left,taxels_clockwise,taxels_counterclockwise,taxels_pressure
38815,42050,41157,34713,53864,53206,156735
38803,42076,41175,34736,53889,53247,156790
38834,42047,41145,34694,53851,53181,156720
38814,41955,41084,34624,53786,53138,156477
38791,42023,41101,34681,53822,53209,156596
38802,41949,41107,34680,53790,53175,156538
38826,42050,41184,34610,53852,53200,156670
38785,41998,41173,34685,53788,53183,156641
38805,41954,41102,34667,53788,53148,156528
38880,42072,41135,34683,53908,53221,156770
38866,42052,41154,34726,53882,53243,156798
38814,42080,41240,34731,53908,53241,156865
38839,42113,41136,34765,53954,53240,156853
38851,42035,41122,34710,53861,53242,156718
38898,42016,41188,34724,53894,53261,156826
38853,42006,41183,34678,53815,53232,156720
38836,42067,41226,34723,53910,53274,156852
38906,42026,41196,34773,53910,53257,156901
38885,42189,41204,34723,53985,53279,157001
38809,42047,41150,34773,53896,53200,156779
38847,42095,41205,34684,53914,53229,156831
38806,42000,41119,34693,53858,53157,156618
38859,42058,41136,34691,53877,53201,156744
38774,41994,41108,34720,53786,53235,156596
38809,41985,41167,34706,53813,53199,156667
38877,42061,41171,34728,53953,53217,156837
38792,42044,41142,34690,53842,53208,156668
38818,42015,41153,34630,53838,53150,156616
38835,41990,41143,34699,53859,53168,156667
38793,42050,41093,34735,53848,53214,156671
38853,42103,41156,34705,53918,53261,156817
38852,42043,41143,34693,53868,53190,156731
38867,42005,41145,34681,53870,53191,156698
38883,41961,41110,34705,53825,53169,156659
38795,42064,41103,34668,53840,53159,156630
38836,41961,41132,34734,53825,53187,156663
38865,42016,41087,34693,53892,53182,156661
38843,42016,41068,34664,53811,53180,156591
38791,41969,41126,34641,53773,53119,156527
38780,41978,41080,34697,53779,53142,156535
38758,42006,41109,34736,53849,53156,156609
38821,41958,41089,34699,53806,53122,156567
38786,42043,41087,34686,53800,53190,156602
38789,41987,41074,34665,53830,53122,156515
38831,41946,41107,34681,53775,53150,156565
38826,42004,41131,34653,53813,53158,156614
38794,42036,41114,34694,53844,53170,156638
38772,42028,41154,34706,53850,53199,156660
38854,42058,41137,34716,53888,53192,156765
38814,42002,41086,34712,53870,53129,156614
38837,41974,41144,34682,53849,53153,156637
38812,42037,41126,34738,53857,53194,156713
38830,42019,41158,34710,53846,53160,156717
38807,42000,41104,34707,53869,53125,156618
38867,42061,41154,34746,53883,53220,156828
38890,42008,41170,34703,53867,53191,156771
38851,42060,41135,34753,53867,53200,156799
38804,41997,41089,34687,53817,53110,156577
38836,42106,41131,34670,53925,53175,156743
38854,42046,41105,34726,53906,53156,156731
38848,42021,41135,34712,53830,53184,156716
38819,42000,41091,34723,53864,53112,156633
38790,42012,41085,34684,53762,53162,156571
38855,42006,41116,34704,53839,53160,156681
38823,42035,41136,34759,53891,53147,156753
38833,42064,41162,34718,53943,53121,156777
38859,42031,41198,34749,53880,53210,156837
38789,42054,41170,34794,53949,53169,156807
38823,41982,41118,34719,53804,53122,156642
38754,41921,41069,34701,53749,53038,156445
38751,42016,41118,34715,53851,53135,156600
38716,41952,41081,34697,53787,53026,156446
38752,41980,41136,34746,53862,53114,156614
38773,41982,41124,34735,53823,53117,156614
38779,42011,41064,34743,53850,53106,156597
38797,41958,41103,34705,53797,53097,156563
38845,42018,41122,34732,53841,53125,156717
38801,41998,41078,34743,53842,53128,156620
38781,41989,41123,34808,53879,53121,156701
38817,42035,41114,34796,53916,53141,156762
38792,41983,41113,34814,53875,53169,156702
38734,41968,41046,34796,53821,53134,156544
38745,42049,41103,34814,53901,53172,156711
38765,41970,41106,34792,53812,53179,156633
38786,42001,41151,34887,53931,53217,156825
38786,42027,41095,34805,53841,53203,156713
38738,41974,41103,34862,53847,53178,156677
38819,42019,41122,34851,53895,53286,156811
38782,42029,41135,34889,53907,53251,156835
38831,42028,41190,34927,53937,53318,156976
38780,42109,41125,34906,53964,53274,156920
38820,42048,41139,34858,53926,53265,156865
38822,41998,41091,34866,53866,53225,156777
38792,42069,41136,34841,53878,53294,156838
38799,42015,41158,34848,53883,53263,156820
38843,42012,41171,34894,53891,53301,156920
38816,42072,41147,34854,53950,53224,156889
38830,42043,41169,34835,53941,53260,156877
38824,42071,41150,34771,53956,53208,156816
38838,42024,41151,34787,53958,53193,156800
38808,42187,41189,34791,54010,53275,156975
38785,42063,41171,34817,53877,53278,156836
38849,42089,41162,34824,53974,53262,156924
38784,42084,41158,34878,53968,53255,156904
38805,42110,41162,34797,54001,53228,156874
38796,42086,41152,34806,53903,53277,156840
38785,42040,41136,34814,53909,53224,156775
38766,42044,41162,34842,53951,53234,156814
38788,42130,41160,34881,53988,53281,156959
38802,42085,41165,34860,54028,53250,156912
38729,42063,41185,34810,53935,53228,156787
38776,42027,41150,34842,53942,53212,156795
38799,42093,41164,34794,53993,53245,156850
