taxels_left_up,taxels_left_down,taxels_right_up,taxels_right_down,taxels_up_left,taxels_up_right,taxels_down_left,taxels_down_right,taxels_left_pressure,taxels_right_pressure,taxels_up_pressure,taxels_down_pressure
13370,14416,13726,15086,13340,16338,9910,53433,52508,11560,58676,45884
13372,14472,13708,15084,13355,16345,9933,53425,52555,11549,58696,45859
13366,14435,13706,15085,13391,16317,9905,53404,52538,11571,58699,45889
13365,14480,13709,15182,13380,16300,9936,53501,52555,11531,58749,45875
13350,14454,13719,15091,13390,16225,9892,53341,52487,11513,58629,45757
13368,14475,13721,15095,13411,16254,9909,53404,52536,11530,58697,45817
13358,14455,13698,15130,13444,16229,9923,53414,52508,11530,58722,45824
13374,14501,13711,15165,13457,16239,9921,53477,52617,11540,58748,45842
13381,14426,13683,15077,13476,16222,9948,53378,52576,11541,58710,45811
13365,14463,13704,15119,13501,16216,9934,53425,52574,11531,58740,45854
13375,14401,13721,15038,13507,16210,9927,53402,52488,11530,58676,45788
13386,14414,13724,15082,13530,16214,9884,53453,52478,11524,58744,45801
13387,14380,13698,15067,13522,16205,9904,53371,52477,11516,58742,45779
13406,14397,13740,15032,13542,16234,9940,53395,52561,11515,58771,45850
13391,14399,13730,15004,13536,16182,9906,53361,52496,11510,58684,45792
13395,14390,13766,15081,13520,16211,9907,53472,52515,11529,58762,45845
13416,14380,13805,15071,13478,16197,9934,53468,52503,11526,58764,45869
13424,14379,13798,15065,13437,16194,9858,53411,52475,11539,58743,45775
13421,14358,13838,15034,13387,16202,9902,53385,52458,11525,58722,45804
13427,14362,13841,15011,13383,16246,9909,53364,52487,11521,58716,45819
13428,14377,13820,14983,13367,16233,9927,53347,52501,11530,58703,45810
13422,14423,13836,15042,13362,16228,9928,53456,52540,11548,58720,45894
13410,14375,13803,15046,13344,16215,9887,53400,52386,11527,58667,45766
13430,14374,13813,15072,13344,16283,9932,53447,52486,11528,58757,45839
13396,14384,13800,15052,13332,16286,9927,53441,52475,11544,58683,45860
13413,14389,13791,15063,13339,16302,9913,53448,52512,11538,58666,45913
13389,14404,13778,15064,13347,16314,9922,53381,52495,11516,58723,45815
13394,14407,13751,15080,13366,16314,9942,53447,52535,11545,58707,45863
13394,14378,13746,15038,13359,16313,9920,53377,52453,11519,58685,45813
13381,14362,13751,15068,13348,16250,9949,53415,52420,11528,58576,45865
13381,14396,13723,15061,13362,16274,9891,53315,52452,11528,58611,45834
13390,14418,13734,15123,13389,16278,9946,53451,52527,11532,58726,45864
13393,14381,13701,15102,13385,16213,9911,53320,52451,11524,58616,45806
13400,14387,13715,15143,13415,16251,9910,53412,52495,11522,58709,45830
13380,14399,13701,15133,13439,16231,9934,53454,52483,11529,58680,45821
13388,14402,13723,15114,13465,16228,9911,53465,52479,11523,58732,45841
13388,14413,13710,15149,13490,16203,9899,53448,52521,11539,58714,45842
13374,14446,13696,15112,13519,16201,9952,53476,52560,11556,58769,45891
13388,14428,13686,15139,13527,16213,9913,53477,52569,11540,58729,45874
13368,14416,13684,15117,13541,16170,9892,53428,52473,11529,58730,45771
13377,14386,13691,15045,13545,16181,9937,53387,52476,11515,58690,45774
13393,14394,13728,15007,13545,16145,9936,53380,52521,11524,58652,45801
13392,14344,13770,14984,13515,16203,9909,53382,52441,11499,58744,45753
13411,14388,13822,15036,13471,16195,9942,53468,52531,11543,58770,45836
13455,14415,13868,15022,13408,16175,9963,53459,52603,11532,58711,45917
13452,14394,13875,15015,13385,16237,9946,53450,52612,11559,58741,45960
13437,14351,13867,15060,13355,16258,9915,53485,52474,11526,58762,45874
13425,14370,13838,15040,13352,16306,9929,53459,52520,11541,58759,45885
13413,14394,13817,14990,13364,16267,9903,53427,52488,11545,58700,45798
13415,14392,13798,15064,13365,16355,9926,53534,52562,11561,58823,45854
13416,14404,13798,15105,13361,16322,9916,53524,52522,11558,58755,45873
13400,14399,13750,15121,13351,16367,9935,53501,52535,11554,58743,45891
13390,14393,13732,15067,13334,16336,9939,53456,52488,11547,58664,45885
13391,14383,13720,15056,13344,16357,9918,53429,52476,11589,58674,45902
13397,14424,13731,15123,13361,16358,9936,53533,52546,11537,58734,45889
13378,14485,13709,15144,13354,16352,9946,53568,52592,11576,58725,45963
13375,14460,13716,15200,13378,16324,9906,53577,52571,11586,58758,45936
13371,14474,13711,15216,13360,16311,9933,53604,52544,11581,58714,45943
13374,14465,13713,15166,13385,16294,9950,53542,52558,11573,58728,45943
13369,14466,13685,15177,13389,16267,9968,53521,52574,11584,58691,46002
13350,14497,13673,15258,13433,16293,9974,53612,52614,11561,58781,46030
13354,14504,13675,15252,13461,16234,9986,53560,52621,11550,58708,46005
13364,14471,13671,15190,13458,16236,9984,53507,52624,11542,58719,45957
13376,14503,13704,15129,13502,16237,10009,53516,52677,11540,58752,45939
13358,14473,13700,15130,13510,16255,9987,53522,52623,11548,58741,45946
13391,14480,13680,15170,13536,16233,10029,53572,52690,11548,58769,46048
13367,14444,13674,15148,13558,16218,9952,53516,52595,11530,58789,45897
13374,14422,13688,15127,13556,16221,10003,53549,52590,11557,58746,45947
13385,14445,13674,15118,13539,16216,10010,53522,52619,11530,58762,45946
13378,14437,13710,15082,13550,16212,10024,53548,52594,11540,58736,45961
13381,14419,13709,15021,13521,16241,10022,53503,52532,11516,58746,45886
13420,14371,13782,14994,13524,16214,10028,53531,52533,11519,58753,45968
13403,14373,13821,15016,13478,16220,10030,53486,52535,11528,58729,45986
13395,14415,13831,15047,13482,16194,9973,53519,52528,11523,58776,45917
13408,14429,13860,15023,13446,16195,9963,53463,52556,11531,58737,45923
13439,14379,13887,15091,13383,16222,9932,53548,52511,11535,58736,45939
13455,14377,13870,15003,13372,16254,9908,53424,52540,11551,58741,45860
13437,14385,13875,15043,13362,16247,9846,53477,52464,11542,58737,45798
13429,14366,13853,15039,13356,16268,9880,53485,52464,11571,58707,45853
13414,14409,13833,15085,13357,16289,9859,53525,52548,11587,58734,45867
13430,14417,13801,15025,13346,16344,9867,53480,52522,11581,58764,45835
13404,14393,13787,15064,13346,16346,9868,53489,52490,11593,58708,45884
13381,14399,13751,15074,13349,16372,9817,53485,52423,11610,58749,45792
13390,14389,13742,15117,13354,16377,9843,53522,52465,11635,58732,45950
13369,14398,13737,15108,13332,16339,9825,53504,52415,11642,58652,45863
13385,14447,13730,15161,13355,16344,9887,53595,52568,11654,58737,45997
13390,14445,13745,15082,13360,16369,9880,53523,52583,11666,58745,45970
13389,14432,13765,15138,13342,16362,9895,53548,52584,11664,58714,46032
13361,14435,13712,15151,13352,16317,9885,53486,52492,11637,58652,45979
13372,14471,13727,15133,13367,16322,9884,53536,52562,11650,58749,45980
13360,14473,13747,15090,13386,16279,9937,53450,52579,11604,58694,45971
13371,14538,13731,15133,13394,16378,9956,53530,52708,11613,58848,45993
13357,14569,13719,15157,13390,16282,9945,53489,52692,11586,58753,46006
13377,14542,13715,15200,13417,16308,9960,53522,52740,11580,58769,46032
13353,14557,13709,15158,13424,16263,9982,53489,52676,11583,58716,46048
13350,14547,13707,15199,13464,16257,9996,53570,52708,11579,58760,46054
13354,14540,13694,15130,13486,16240,9996,53442,52705,11545,58768,45981
13369,14540,13708,15194,13512,16218,10040,53543,52780,11549,58783,46081
13365,14555,13709,15185,13544,16214,10046,53563,52810,11563,58813,46084
13357,14505,13702,15119,13545,16201,10068,53491,52755,11544,58750,46058
13364,14460,13709,15110,13546,16179,10071,53515,52688,11546,58724,46014
13364,14468,13710,15096,13541,16201,10074,53486,52679,11512,58705,46036
13357,14458,13708,15055,13557,16209,10077,53490,52691,11528,58718,45982
13385,14471,13729,15076,13590,16203,10103,53554,52725,11545,58766,46099
13397,14393,13754,15013,13524,16219,10057,53453,52623,11524,58744,45983
13415,14377,13800,15039,13531,16202,10069,53536,52623,11509,58745,46019
13447,14403,13844,15031,13454,16214,10021,53538,52604,11502,58724,45973
13494,14384,13897,15063,13430,16233,9933,53526,52608,11530,58798,45942
13498,14386,13873,15019,13400,16230,9897,53425,52583,11530,58836,45886
13492,14385,13897,15083,13380,16311,9887,53567,52595,11568,58880,45930
13506,14406,13847,15011,13374,16311,9876,53407,52660,11587,58858,45897
13480,14388,13854,15118,13370,16307,9902,53587,52609,11597,58824,45983
13447,14386,13808,15034,13357,16317,9874,53477,52521,11595,58760,45886
13439,14369,13824,15075,13356,16332,9839,53531,52480,11601,58780,45913
13434,14382,13810,15043,13358,16357,9838,53524,52479,11600,58787,45873
13429,14422,13779,15077,13346,16394,9851,53536,52580,11642,58822,45934
13397,14396,13767,15100,13384,16369,9856,53524,52517,11633,58785,45937
13397,14466,13755,15075,13374,16356,9885,53448,52589,11592,58783,45924
13373,14433,13729,15019,13357,16316,9907,53329,52510,11554,58697,45825
13356,14435,13751,15092,13379,16322,9911,53455,52503,11571,58707,45901
13379,14457,13748,15118,13380,16346,9904,53507,52575,11588,58742,45955
13364,14487,13712,15161,13394,16302,9926,53486,52597,11569,58753,45944
13362,14499,13726,15134,13407,16272,9976,53475,52651,11567,58727,45988
13359,14533,13725,15105,13413,16324,9919,53474,52606,11563,58754,45927
13357,14517,13725,15108,13414,16260,9926,53419,52602,11546,58712,45950
13348,14498,13700,15059,13441,16225,9929,53370,52593,11547,58630,45901
13353,14498,13715,15135,13462,16225,9978,53463,52643,11540,58718,45931
13351,14518,13704,15072,13493,16213,10012,53408,52689,11553,58722,45979
13350,14508,13707,15060,13502,16229,9973,53359,52687,11525,58718,45895
13358,14514,13710,15157,13526,16191,10003,53499,52690,11526,58767,45960
13342,14462,13690,15113,13533,16203,10034,53435,52686,11534,58702,45961
13368,14422,13700,15059,13529,16211,10013,53435,52641,11521,58661,45927
13354,14428,13686,15057,13554,16177,9991,53402,52570,11515,58723,45864
13366,14427,13709,15061,13543,16186,10042,53460,52617,11534,58686,45980
13389,14414,13732,15049,13511,16185,10027,53425,52616,11512,58679,45939
13409,14376,13786,15025,13488,16185,10027,53473,52560,11511,58686,45922
13400,14388,13808,14987,13442,16174,9990,53381,52556,11520,58635,45880
13441,14385,13833,15003,13423,16229,9939,53397,52544,11521,58743,45887
13433,14375,13842,15009,13380,16222,9901,53390,52487,11529,58684,45824
13461,14410,13843,15114,13390,16245,9905,53525,52590,11537,58793,45911
13458,14369,13850,15029,13370,16259,9925,53458,52529,11560,58742,45917
13472,14390,13839,15025,13363,16298,9906,53475,52592,11568,58782,45929
13459,14385,13832,15032,13357,16336,9915,53485,52562,11542,58796,45887
13456,14414,13816,15071,13362,16326,9889,53521,52548,11570,58759,45897
13409,14401,13786,15052,13366,16333,9934,53502,52518,11579,58764,45917
13390,14432,13740,15106,13372,16303,9951,53472,52553,11550,58708,45945
13406,14398,13748,15080,13362,16331,9922,53460,52507,11540,58727,45887
13395,14406,13765,15078,13380,16344,9950,53470,52537,11549,58737,45896
13384,14401,13731,15103,13384,16282,9942,53414,52472,11519,58650,45834
13376,14435,13761,15084,13381,16262,9950,53458,52532,11543,58666,45913
13370,14474,13717,15074,13389,16274,9932,53382,52529,11545,58652,45870
13402,14469,13716,15168,13415,16258,9946,53504,52613,11554,58759,45914
13371,14484,13714,15078,13437,16214,9964,53388,52589,11545,58678,45923
13373,14485,13718,15136,13449,16259,9965,53468,52636,11551,58746,45928
13370,14428,13724,15060,13447,16265,9916,53383,52511,11529,58727,45837
13356,14453,13704,15068,13465,16233,9883,53350,52518,11529,58713,45739
13341,14437,13701,15059,13496,16199,9901,53352,52496,11532,58678,45798
13364,14452,13689,15038,13510,16196,9907,53318,52584,11530,58669,45817
13373,14425,13708,15071,13538,16185,9933,53395,52609,11550,58683,45829
13375,14418,13714,15109,13568,16236,9927,53487,52625,11536,58788,45855
13384,14407,13702,14993,13533,16212,9941,53320,52563,11530,58686,45823
13386,14396,13716,15051,13536,16200,9903,53356,52546,11505,58760,45789
13361,14410,13732,15028,13546,16219,9935,53383,52571,11524,58751,45813
13404,14382,13758,15004,13534,16194,9936,53343,52589,11516,58734,45799
13427,14414,13797,15022,13495,16216,9970,53394,52648,11514,58740,45937
13442,14376,13800,14995,13431,16202,9933,53323,52553,11520,58726,45816
13474,14368,13796,15040,13386,16200,9948,53373,52562,11525,58689,45868
13453,14382,13804,15001,13358,16222,9889,53334,52507,11524,58675,45824
13459,14384,13817,15035,13366,16277,9906,53426,52504,11527,58770,45810
13441,14410,13791,15055,13343,16290,9943,53423,52582,11544,58722,45887
13430,14387,13783,15083,13364,16314,9941,53465,52552,11555,58723,45919
13416,14390,13753,15015,13331,16328,9935,53330,52519,11536,58696,45834
13427,14383,13747,15040,13338,16288,9927,53351,52485,11530,58682,45842
13424,14377,13751,15092,13364,16316,9954,53438,52560,11539,58690,45934
13392,14410,13741,15064,13348,16342,9890,53398,52467,11538,58723,45807
13403,14405,13736,15080,13375,16281,9957,53421,52544,11563,58653,45939
13392,14418,13739,15090,13362,16319,9959,53397,52586,11558,58681,45946
13381,14431,13740,15091,13387,16291,9938,53426,52566,11540,58687,45872
13386,14426,13719,15068,13374,16247,9927,53344,52501,11545,58638,45882
13381,14400,13714,15115,13397,16253,9898,53404,52460,11526,58698,45803
13368,14384,13710,15089,13393,16235,9910,53340,52441,11528,58646,45769
13371,14434,13723,15057,13415,16234,9918,53351,52520,11544,58695,45797
13369,14433,13697,15064,13409,16225,9918,53322,52514,11538,58628,45833
13381,14420,13689,15131,13431,16230,9950,53380,52561,11536,58663,45878
13362,14419,13706,15091,13473,16220,9873,53357,52455,11524,58685,45761
13375,14429,13719,15072,13504,16217,9899,53378,52521,11532,58706,45797
13362,14404,13712,15060,13508,16199,9871,53347,52449,11509,58680,45734
13389,14423,13726,15100,13556,16205,9919,53439,52581,11522,58763,45844
13388,14392,13721,15069,13530,16227,9911,53430,52526,11528,58738,45816
13400,14404,13753,15051,13554,16202,9913,53404,52581,11523,58771,45850
13401,14400,13720,15077,13547,16215,9933,53388,52535,11524,58802,45839
13383,14415,13745,15023,13564,16201,9932,53349,52589,11526,58768,45846
13371,14397,13727,15033,13527,16228,9921,53376,52525,11525,58734,45782
13407,14367,13752,15052,13518,16188,9908,53385,52504,11522,58731,45798
13414,14389,13752,15040,13478,16196,9912,53325,52533,11523,58718,45809
13430,14342,13748,15043,13452,16191,9923,53346,52505,11542,58689,45855
13425,14374,13736,15006,13403,16163,9932,53269,52485,11539,58620,45822
13409,14388,13744,15058,13369,16250,9919,53345,52472,11518,58657,45815
13432,14390,13740,15042,13378,16225,9926,53304,52513,11523,58621,45855
13418,14416,13730,15089,13372,16279,9913,53394,52538,11525,58731,45831
13384,14408,13742,15056,13353,16233,9930,53349,52490,11538,58591,45802
13401,14413,13755,15040,13358,16326,9926,53382,52569,11572,58739,45884
13404,14369,13743,14991,13343,16310,9911,53298,52451,11526,58659,45807
13415,14385,13744,15067,13350,16331,9898,53387,52497,11510,58710,45795
13388,14402,13739,15004,13343,16299,9881,53341,52432,11540,58632,45803
13393,14431,13733,15059,13359,16314,9895,53351,52518,11520,58689,45821
13379,14375,13739,15057,13365,16294,9911,53363,52457,11544,58644,45777
13408,14426,13723,15078,13401,16288,9909,53384,52551,11537,58727,45830
13382,14430,13735,15064,13360,16304,9909,53361,52512,11538,58688,45825
13385,14404,13704,15060,13373,16286,9918,53354,52480,11530,58703,45817
13378,14406,13717,15104,13369,16267,9922,53379,52478,11525,58657,45814
13358,14402,13705,15081,13387,16269,9925,53337,52486,11540,58676,45848
13381,14439,13702,15090,13411,16256,9923,53375,52550,11540,58708,45805
13372,14401,13716,15121,13448,16259,9907,53410,52493,11527,58717,45804
13355,14427,13690,15149,13482,16201,9907,53450,52482,11530,58691,45844
13357,14404,13693,15047,13501,16197,9929,53375,52464,11531,58683,45778
13379,14422,13712,15063,13524,16213,9911,53411,52527,11520,58713,45783
13393,14392,13713,15100,13551,16220,9929,53495,52541,11536,58780,45880
13381,14430,13700,15050,13547,16271,9956,53463,52605,11535,58774,45862
13394,14392,13735,15117,13584,16218,9924,53544,52593,11546,58792,45888
13380,14437,13728,15028,13575,16190,9942,53416,52584,11534,58725,45839
13383,14373,13744,15049,13534,16190,9939,53465,52491,11528,58718,45840
13393,14371,13753,14964,13539,16191,9904,53353,52475,11523,58719,45796
13428,14369,13784,15051,13479,16183,9936,53399,52571,11534,58743,45855
13425,14392,13803,15022,13425,16206,9918,53381,52530,11524,58741,45813
13461,14378,13802,15047,13344,16250,9914,53384,52528,11544,58694,45887
13413,14372,13803,15054,13330,16282,9898,53374,52473,11517,58682,45824
13395,14353,13780,15059,13314,16373,9896,53427,52418,11537,58728,45801
13393,14424,13766,15003,13335,16377,9910,53455,52497,11542,58719,45830
13391,14418,13748,15082,13341,16379,9918,53454,52523,11563,58743,45863
13384,14419,13746,15085,13360,16363,9932,53459,52521,11540,58754,45867
13381,14392,13737,15080,13347,16352,9915,53428,52495,11546,58684,45860
13377,14430,13713,15079,13361,16292,9898,53387,52474,11522,58669,45782
13383,14412,13749,15101,13354,16343,9937,53487,52480,11540,58740,45913
13386,14433,13727,15102,13344,16311,9932,53424,52538,11539,58690,45803
13385,14431,13734,15110,13360,16344,9921,53472,52529,11546,58728,45848
13373,14455,13717,15127,13371,16337,9938,53468,52571,11547,58724,45883
13360,14442,13698,15112,13380,16282,9959,53395,52545,11534,58660,45886
13362,14439,13706,15097,13379,16258,9917,53370,52496,11526,58635,45808
13353,14476,13704,15153,13401,16233,9907,53430,52529,11517,58671,45799
13365,14470,13696,15134,13446,16237,9896,53431,52514,11533,58718,45809
13386,14481,13710,15122,13482,16194,9918,53457,52606,11533,58686,45860
13353,14452,13707,15156,13505,16228,9966,53504,52614,11549,58755,45932
13364,14456,13710,15118,13545,16205,9913,53468,52581,11522,58748,45792
13364,14431,13708,15096,13523,16194,9950,53445,52531,11511,58700,45859
13373,14456,13707,15059,13544,16216,9960,53479,52591,11531,58747,45883
13383,14419,13718,15074,13567,16235,9988,53487,52644,11535,58812,45891
13397,14432,13717,15036,13588,16206,9996,53499,52658,11523,58806,45909
13388,14409,13720,15034,13545,16231,10017,53502,52597,11544,58775,45939
13404,14382,13753,15075,13541,16212,10040,53547,52599,11524,58716,46029
13414,14388,13776,15031,13500,16233,10015,53479,52571,11517,58775,45895
13419,14378,13809,15018,13485,16180,9974,53429,52533,11519,58713,45927
13425,14377,13838,14975,13435,16188,9929,53388,52485,11530,58676,45859
13458,14348,13867,14985,13385,16218,9936,53366,52525,11517,58687,45909
13435,14389,13858,15033,13390,16243,9894,53470,52560,11552,58781,45855
13448,14385,13845,15062,13361,16248,9861,53467,52513,11581,58724,45870
13436,14345,13834,15022,13325,16319,9816,53480,52407,11591,58689,45822
13401,14372,13816,15076,13331,16323,9792,53515,52440,11644,58705,45840
13398,14425,13772,15064,13336,16347,9821,53463,52482,11639,58767,45893
13379,14417,13743,15141,13344,16348,9871,53527,52487,11606,58726,45869
13392,14459,13709,15113,13347,16351,9861,53483,52547,11590,58734,45849
13370,14458,13742,15159,13355,16351,9937,53560,52560,11570,58741,45953
13373,14428,13735,15151,13350,16285,9885,53520,52475,11557,58629,45850
13381,14427,13713,15097,13387,16268,9886,53427,52499,11556,58673,45817
13362,14419,13700,15140,13400,16257,9908,53436,52510,11551,58676,45833
13376,14480,13697,15188,13448,16227,9944,53473,52601,11528,58730,45896
13388,14471,13710,15175,13469,16217,9929,53496,52587,11541,58722,45899
13382,14470,13678,15145,13493,16238,9915,53465,52589,11546,58769,45856
13371,14407,13695,15154,13503,16210,9926,53542,52483,11520,58722,45849
13372,14437,13709,15087,13542,16183,9966,53481,52550,11524,58725,45859
13373,14405,13692,15092,13528,16215,9968,53506,52502,11523,58673,45911
13393,14438,13708,15112,13554,16214,10000,53534,52616,11520,58767,45917
13383,14410,13712,15118,13547,16196,9971,53537,52551,11544,58752,45954
13394,14416,13719,15042,13564,16208,10001,53472,52621,11541,58769,45921
13375,14397,13728,15063,13553,16164,9986,53496,52522,11536,58675,45918
13391,14404,13754,15073,13520,16211,10013,53528,52574,11516,58762,45928
13393,14395,13771,14995,13516,16201,9973,53432,52521,11511,58737,45820
13442,14404,13830,15037,13447,16219,9973,53477,52587,11530,58772,45942
13416,14401,13864,15041,13448,16200,9947,53479,52565,11533,58760,45896
13451,14412,13868,14981,13402,16240,9909,53374,52599,11519,58783,45834
13456,14389,13868,15006,13366,16220,9885,53415,52548,11532,58702,45821
13439,14377,13877,15068,13361,16302,9861,53502,52508,11551,58865,45831
13459,14376,13868,14990,13363,16294,9806,53465,52450,11562,58764,45796
13464,14398,13829,14998,13349,16303,9804,53432,52502,11585,58741,45807
13428,14407,13757,15102,13360,16361,9861,53555,52541,11623,58824,45940
13407,14405,13765,15024,13344,16368,9873,53460,52533,11589,58741,45847
13409,14441,13732,15159,13354,16310,9908,53519,52534,11556,58746,45869
13364,14430,13717,15126,13369,16329,9917,53465,52490,11559,58729,45890
13373,14444,13712,15142,13362,16268,9905,53447,52505,11555,58646,45877
13355,14451,13692,15156,13390,16285,9955,53473,52538,11549,58658,45915
13389,14431,13698,15150,13399,16277,9904,53428,52536,11537,58700,45833
13364,14443,13709,15152,13432,16258,9908,53467,52512,11532,58688,45849
13363,14448,13696,15169,13470,16208,9898,53456,52519,11523,58698,45803
13367,14456,13694,15115,13488,16201,9901,53454,52519,11532,58678,45811
13373,14427,13716,15164,13530,16219,9944,53540,52562,11524,58756,45895
13357,14429,13710,15109,13525,16223,9976,53540,52536,11540,58742,45900
13388,14435,13707,15099,13547,16231,10033,53520,52602,11528,58786,45964
13417,14400,13711,15087,13560,16227,10013,53548,52595,11533,58754,45985
13366,14409,13709,15023,13554,16235,9970,53459,52550,11509,58757,45851
13387,14413,13708,15027,13553,16183,9983,53432,52546,11506,58702,45890
13394,14403,13713,15074,13552,16214,10000,53519,52558,11520,58779,45910
13390,14402,13760,15051,13552,16217,10058,53544,52597,11527,58780,45950
13428,14399,13776,14999,13521,16197,10034,53487,52596,11515,58744,45970
13424,14399,13808,15049,13499,16220,10034,53550,52621,11531,58792,46009
13439,14375,13849,15024,13451,16218,9950,53438,52519,11531,58787,45886
13438,14382,13881,15060,13394,16217,9949,53505,52531,11536,58732,45954
13455,14365,13877,15036,13379,16241,9908,53440,52561,11539,58740,45856
13486,14381,13880,15069,13362,16217,9900,53488,52548,11537,58758,45884
13448,14387,13858,15003,13357,16298,9865,53444,52532,11575,58783,45843
13471,14387,13844,15087,13329,16274,9851,53511,52515,11592,58735,45912
13450,14362,13811,15038,13345,16327,9774,53486,52427,11613,58769,45813
