taxels_up,taxels_down,taxels_right,taxels_left,taxels_clockwise,taxels_counterclockwise,taxels_pressure
38615,42190,41630,34560,53895,53282,156995
38637,42157,41690,34533,53907,53220,157017
38580,42132,41611,34601,53897,53249,156924
38610,42161,41649,34556,53902,53259,156976
38632,42132,41638,34546,53956,53250,156948
38623,42159,41678,34541,53959,53253,157001
38573,42115,41551,34576,53843,53200,156815
38633,42115,41664,34546,53889,53262,156958
38692,42117,41641,34527,53847,53263,156977
38633,42195,41655,34541,53898,53301,157024
38659,42191,41615,34599,53891,53298,157064
38724,42108,41626,34574,53875,53297,157032
38623,42166,41597,34634,53929,53277,157020
38624,42179,41668,34542,53952,53273,157013
38672,42153,41615,34569,53925,53252,157009
38644,42172,41655,34614,53933,53309,157085
38648,42218,41590,34653,53960,53327,157109
38709,42196,41579,34648,53960,53290,157132
38662,42234,41579,34588,53958,53286,157063
38619,42112,41532,34602,53857,53255,156865
38678,42143,41546,34654,53932,53230,157021
38577,42281,41556,34596,53930,53293,157010
38647,42191,41540,34724,54029,53271,157102
38654,42199,41483,34731,53991,53277,157067
38619,42178,41353,34816,54027,53249,156966
38571,42172,41211,34931,54075,53137,156885
38555,42130,41146,35074,54091,53086,156905
38581,42041,41149,35206,54125,53120,156977
38537,42208,41116,35312,54337,53110,157173
38515,42110,41194,35270,54232,53129,157089
38585,42106,41175,35280,54255,53107,157146
38547,42172,41171,35288,54311,53122,157178
38514,42153,41143,35261,54232,53133,157071
38500,42184,41184,35314,54328,53092,157182
38460,42157,41141,35338,54253,53149,157096
38469,42204,41109,35354,54274,53138,157136
38491,42117,41175,35317,54263,53133,157100
38503,42086,41166,35354,54295,53097,157109
38512,42110,41188,35341,54258,53125,157151
38574,42157,41173,35333,54336,53133,157237
38523,42173,41186,35397,54371,53129,157279
38508,42186,41195,35404,54375,53146,157293
38500,42191,41174,35459,54408,53166,157324
38497,42247,41146,35365,54339,53179,157255
38506,42200,41181,35431,54399,53134,157318
38525,42161,41202,35474,54438,53142,157362
38449,42164,41155,35409,54364,53087,157177
38530,42130,41185,35429,54343,53151,157274
38522,42129,41193,35431,54346,53141,157275
38521,42162,41167,35405,54371,53114,157255
38474,42121,41213,35402,54306,53125,157210
38543,42157,41178,35383,54350,53123,157261
38515,42207,41180,35418,54412,53131,157320
38515,42234,41188,35441,54430,53143,157378
38531,42187,41145,35497,54466,53145,157360
38473,42259,41176,35454,54471,53148,157362
38490,42192,41141,35427,54416,53098,157250
38474,42199,41102,35464,54410,53126,157239
38491,42242,41165,35453,54437,53139,157351
38476,42181,41165,35451,54423,53105,157273
38475,42169,41151,35487,54366,53133,157282
38522,42224,41188,35463,54455,53117,157397
38489,42156,41144,35349,54286,53105,157138
38502,42167,41148,35304,54276,53090,157121
38494,42235,41186,35368,54403,53127,157283
38572,42222,41221,35280,54395,53110,157295
38591,42221,41242,35209,54342,53181,157263
38678,42224,41243,35075,54269,53181,157220
38676,42169,41255,34969,54150,53218,157069
38644,42170,41314,34851,54009,53247,156979
38688,42244,41347,34786,54055,53293,157065
38714,42223,41361,34799,54028,53325,157097
38803,42155,41434,34727,53927,53343,157119
38773,42200,41469,34644,53911,53344,157086
38794,42189,41462,34689,53913,53378,157134
38820,42271,41527,34716,54054,53396,157334
38790,42191,41471,34741,54016,53320,157193
38837,42152,41436,34716,53947,53348,157141
38827,42189,41487,34689,53950,53353,157192
38838,42207,41457,34699,54033,53290,157201
38815,42146,41475,34654,53919,53339,157090
38809,42119,41498,34610,53926,53292,157036
38799,42126,41514,34605,53858,53305,157044
38804,42156,41497,34638,53941,53276,157095
38782,42197,41542,34606,53921,53303,157127
38787,42149,41464,34598,53905,53255,156998
38846,42160,41516,34568,53879,53290,157090
38838,42187,41496,34585,53942,53282,157106
38885,42098,41475,34591,53885,53260,157049
38816,42149,41553,34577,53947,53277,157095
38803,42130,41499,34601,53917,53262,157033
38845,42089,41517,34582,53883,53288,157033
38843,42185,41468,34671,53972,53287,157167
38779,42176,41466,34709,53969,53326,157130
38857,42133,41438,34662,53911,53301,157090
38834,42173,41456,34606,53928,53295,157069
38837,42104,41501,34581,53885,53240,157023
38850,42113,41509,34604,53911,53317,157076
38806,42105,41504,34622,53912,53270,157037
38835,42136,41509,34594,53894,53311,157074
38804,42110,41488,34695,53938,53311,157097
38797,42182,41501,34585,53930,53260,157065
38778,42081,41518,34606,53897,53237,156983
38747,42114,41464,34559,53889,53183,156884
38715,42081,41462,34548,53857,53195,156806
38726,42128,41419,34562,53872,53198,156835
38738,42117,41366,34630,53928,53186,156851
38779,42214,41441,34657,54016,53260,157091
38681,42130,41419,34647,53880,53197,156877
38729,42178,41534,34607,53997,53207,157048
38704,42124,41496,34582,53961,53181,156906
38673,42103,41491,34555,53854,53238,156822
38708,42123,41471,34605,53974,53176,156907
38711,42167,41372,34721,53967,53233,156971
38652,42200,41292,34716,53994,53172,156860
38726,42127,41336,34796,54045,53174,156985
38663,42143,41202,34779,53937,53150,156787
38708,42138,41155,34877,54025,53118,156878
38604,42126,41157,34901,53978,53107,156788
38631,42163,41167,34964,54103,53162,156925
38622,42120,41159,35077,54067,53160,156978
38584,42107,41105,35084,54056,53133,156880
38558,42020,41123,35096,54022,53060,156797
38570,42047,41146,35160,54089,53140,156923
38506,42060,41118,35200,54063,53121,156884
38545,42141,41128,35321,54255,53156,157135
38551,42130,41115,35258,54143,53174,157054
38499,42117,41158,35239,54177,53117,157013
38489,42131,41158,35286,54174,53142,157064
38527,42088,41107,35257,54135,53109,156979
38503,42111,41179,35320,54209,53136,157113
38491,42046,41120,35294,54153,53122,156951
38449,42127,41100,35283,54124,53165,156959
38430,42055,41063,35269,54090,53088,156817
38403,42141,41081,35307,54192,53118,156932
38429,42053,41083,35339,54137,53125,156904
38434,42104,41068,35256,54115,53095,156862
38455,42118,41120,35362,54215,53150,157055
38464,42088,41103,35347,54212,53103,157002
38438,42081,41105,35323,54201,53095,156947
38424,42084,41108,35359,54162,53129,156975
38435,42157,41076,35370,54220,53146,157038
38468,42078,41157,35372,54155,53150,157075
38438,42072,41117,35360,54173,53108,156987
38452,42109,41056,35380,54190,53119,156997
38463,42112,41140,35357,54272,53122,157072
38484,42142,41108,35416,54232,53190,157150
38512,42176,41166,35361,54296,53166,157215
38497,42142,41144,35387,54250,53174,157170
38490,42154,41191,35381,54291,53151,157216
38505,42171,41142,35380,54264,53197,157198
38472,42275,41152,35385,54361,53168,157284
38489,42183,41155,35388,54277,53141,157215
38547,42175,41155,35333,54254,53163,157210
38528,42203,41160,35318,54261,53182,157209
38502,42183,41148,35282,54169,53209,157115
38532,42232,41209,35218,54220,53225,157191
38501,42175,41234,35057,54094,53120,156967
38551,42197,41258,34975,54149,53135,156981
38590,42245,41309,34854,54101,53122,156998
38602,42169,41381,34763,54085,53076,156915
38618,42224,41465,34708,54082,53153,157015
38618,42183,41524,34764,54095,53209,157089
38597,42203,41535,34657,54002,53199,156992
38609,42189,41620,34662,54013,53222,157080
38624,42139,41602,34563,53908,53227,156928
38679,42144,41573,34625,54018,53170,157021
38694,42230,41601,34651,54053,53266,157176
38713,42149,41647,34583,53980,53208,157092
38741,42107,41596,34584,53934,53213,157028
38666,42106,41632,34576,53958,53202,156980
38732,42125,41676,34607,53969,53248,157140
38615,42226,41679,34604,54063,53252,157124
38717,42157,41688,34564,53999,53256,157126
38710,42204,41708,34641,54051,53298,157263
38729,42180,41672,34564,54058,53196,157145
38734,42142,41606,34590,53944,53223,157072
38674,42125,41605,34501,53868,53185,156905
38732,42095,41631,34597,53968,53264,157055
38688,42159,41648,34578,53980,53220,157073
38640,42086,41668,34534,53869,53224,156928
38722,42081,41606,34544,53900,53194,156953
38690,42080,41620,34557,53957,53199,156947
38672,42172,41627,34593,53988,53227,157064
38681,42178,41671,34605,53991,53265,157135
38694,42203,41679,34617,54062,53278,157193
38716,42111,41741,34577,53993,53226,157145
38686,42096,41638,34476,53871,53214,156896
38609,42089,41575,34528,53863,53186,156801
